search_term,endpoint_type,rank,doc_id,part_number,sku_name,score
dog harness no escape,lexical,13,1325278,1325278,"WildHound Padded Premium Step In No Pull Dog Harness, Lilac, Small: 14 to 17-in chest",90.65762
dog harness no escape,lexical,14,3533950,3533950,"Pet Marvel High-Perfomance Tactical Dog Harness with Backpack, Army Green, Large: 26 to 32.5-in chest",89.754524
dog harness no escape,lexical,15,3535030,3535030,"Pet Marvel High-Perfomance Tactical Dog Harness with Poop Bag Holder, Army Green, Medium: 22 to 28.5-in chest",89.03656
dog harness no escape,lexical,16,1756086,1756086,"Ruffwear Swamp Cooler Dog Harness, Biolumin Blue, Medium: 27 to 32-in chest",87.15586
dog harness no escape,lexical,17,2122518,2122518,"Red Dingo Squiggles Design Dog Harness, Black, X-Large: 21 to 44-in chest",86.87243
dog harness no escape,lexical,18,3535190,3535190,"Pet Marvel Adjustable Embroidered Stylish Dog Harness, Mint Green, X-Large: 29 to 48.5-in chest",86.26677
dog harness no escape,lexical,19,2121646,2121646,"Red Dingo Sport Reflective Dog Harness, Hi-Vis Peach, X-Large: 29.5 to 44.1-in chest",86.033875
dog harness no escape,lexical,20,2122550,2122550,"Red Dingo Squiggles Design Padded Reflective Dog Harness, Black, Small: 14 to 21-in chest",82.51971
dog harness no escape,lexical,21,3849838,3849838,"LupinePet St. Patricks Day Adjustable Dog Harness, Lucky Gnomes, Large: 24 to 38-in chest, 1-in wide",73.95088
dog harness no escape,lexical,22,1789254,1789254,"LupinePet Dapper Dog H-Style Cat Harness, Large: 12 to 20-in chest",10.9774065
dog harness no pull,lexical,1,1914374,1914374,"Embark Harness Co. Adventure No Pull Dog Harness, Aurora, Medium",308.24976
dog harness no pull,lexical,2,1074910,1074910,"Joyride Harness Premium Advanced No Pull Dog Harness 2.0, Purple Majesty, Large: 28 to 33-in chest",301.39822
dog harness no pull,lexical,3,969358,969358,"OneTigris AIRE Nylon Mesh No Pull Dog Harness, Black, Large: 27 to 36-in chest",299.25687
dog harness no pull,lexical,4,155035,127946,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Teal, Large: 28 to 32-in chest, 1-in wide",297.92752
dog harness no pull,lexical,5,148114,120937,"HDP Big Dog No Pull Dog Harness, Red, X-Large",295.73663
dog harness no pull,lexical,6,131815,104333,"Sporn Comfort Training Mesh No Pull Dog Harness, Black, Medium: 12 to 17-in neck",295.24908
dog harness no pull,lexical,7,1098422,1098422,"PetSafe Easy Walk Comfort Reflective No Pull Dog Harness, Blue, Medium: 24 to 34-in chest",294.70303
dog harness no pull,lexical,8,1096206,1096206,"OneTigris FIRE WATCHER 2.0 No Pull Dog Harness, Grey, Large: 27 to 36-in chest",294.66824
dog harness no pull,lexical,9,166967,140027,"Frisco Padded No Pull Dog Harness, Black, M- Girth 22 to 34-in",293.46298
dog harness no pull,lexical,10,187931,161210,"PetSafe Deluxe Easy Walk Nylon Reflective No Pull Dog Harness, Apple, Medium/Large: 24.5 to 34-in chest",292.94144
dog harness no pull,lexical,11,167506,140575,"Julius-K9 IDC Powerharness Nylon Reflective No Pull Dog Harness, Blue, Size 2: 28 to 37.5-in chest",290.94855
dog harness no pull,lexical,12,3319278,3319278,"BARKBAY Front Clip Reflective No Pull Dog Harness, Black, Large: 24.5 to 32.5-in chest",290.81555
dog harness no pull,lexical,13,3279118,3279118,"Puppia Donavan Winter No-Pull Dog Harness Coat, Wine, Large",289.25076
dog harness no pull,lexical,14,961270,961270,"Carhartt Duck Nylon Reflective No Pull Front Clip Dog Harness, Carhartt Brown, Large: 26 to 35-in chest",287.23138
dog harness no pull,lexical,15,335492,309179,"Kurgo Journey Air Polyester Reflective No Pull Dog Harness, Purple, Large",285.5478
dog harness no pull,lexical,16,3278862,3278862,"Puppia Wilkes Winter No-Pull Dog Harness Coat, Navy, X-Large",284.68527
dog harness no pull,lexical,17,1029566,1029566,"FIDA No Pull Dog Harness, Yellow, X-Large: 29.1 to 40.9-in chest",284.2053
dog harness no pull,lexical,18,3280358,3280358,"Puppia Vivien Step-In No-Pull Dog Harness, Pink, Medium",282.7246
dog harness no pull,lexical,19,372820,346586,"EliteField Padded Reflective No Pull Dog Harness, Blue, Large: 21 to 36-in chest",282.33896
dog harness no pull,lexical,20,232975,206374,"Halti Nylon No Pull Dog Harness, Large: 18.9 to 25.98-in chest",282.04114
dog harness no pull,lexical,21,3279758,3279758,"Puppia Amatus A Over-The-Head Adjustable No-Pull Dog Harness, Beige, Medium",279.77637
dog harness no pull,lexical,22,3351662,3351662,"Dog Friendly Co. No-Pull D-Ring Dog Harness Attachment, Black, Small/X-Large",279.62378
dog harness no pull,lexical,23,857182,857182,"Vila Adjustable Reflective No Pull Dog Harness, Black, Large, 17 to 34-in chest",278.66846
dog harness no pull,lexical,24,759958,759958,"WildHound C4 No-Pull Premium Dog Harness, Lilac, Medium",277.6379
dog harness no pull,lexical,25,131852,104370,"Sporn Original No Pull Training Halter Dog Harness, Red, Medium: 12 to 17-in neck",275.78745
dog harness no pull,lexical,26,3764726,3764726,"Lobeve Reflective Nylon No Pull Training Dog Harness, Collar & Leash Set with Retractable Seat Belt, Collapsible Bowls & Poop Bag Dispenser, Orange, Medium: 16 to 27-in chest",275.50458
dog harness no pull,lexical,27,3279254,3279254,"Puppia Irvin Over-The-Head Adjustable No-Pull Dog Harness, Cream, Small",270.41043
dog harness no pull,lexical,28,2110198,2110198,"MEGAPAWS No-Pull Dog Harness with 8 Gear Color Changing LED Lights, Medium",269.58044
dog harness no pull,lexical,29,1065566,1065566,"Labra Canine Bike & Skijoring Canicross Pulling Reflective Dog Harness, Red, XX-Large",268.2242
dog harness no pull,lexical,30,698830,698830,"Leash Boss Patterned No Pull Dog Harness, Blue, Small",263.90344
dog harness no pull,lexical,31,1016734,1016734,"WildHound No-Pull Premium Martingale Dog Harness, Black, Large",263.71765
dog harness no pull,lexical,32,1074654,1074654,"Joyride Harness NightSafe LED Light Up No Pull Dog Harness 2.0, Red Rush, Medium: 23 to 28-in chest",261.90454
dog harness no pull,lexical,33,1319238,1319238,"Lucy & Co. The You're a Square No-Pull Dog Harness, Green, X-Small: 12 to 15-in chest",260.58218
dog harness no pull,lexical,34,2373038,2373038,"Sunny Tails Cloud Lite Waterproof Dog Harness, Lavender Haze, Medium, No-pull, lightweight, waterproof dog harness",258.49988
dog harness no pull,lexical,35,1652470,1652470,"Canada Pooch Everything No Pull Dog Harness with Poop Bag Dispenser, Forest Green, Medium",256.44574
dog harness no pull,lexical,36,234190,207594,"Chai's Choice Double H Trail Runner Polyester Reflective No Pull Dog Harness, Orange, Large: 24 to 31-in chest",254.03886
dog leash hands free,lexical,1,1503246,1503246,"GroovyPets Bungee Hands-Free Reflective Running Dog Leash with Carrying Case, Large: 51 to 68-in long, 1-in wide, Black",413.51987
dog leash hands free,lexical,2,213669,187016,"Tuff Mutt Hands Free Bungee Dog Leash, Gray/Teal",406.70526
dog leash hands free,lexical,3,1529206,1529206,"Sunny Tails 4-in-1 Convertible Hands Free Cloud Dog Leash, 8.5-ft long, 5/8-in wide, Malibu Blue",402.90384
dog leash hands free,lexical,4,357682,331423,Frisco Hands-Free Running Dog Leash,402.3086
dog leash hands free,lexical,5,48659,63694,"PetSafe Nylon Hands-Free Running Dog Leash, Black",397.68564
dog leash hands free,lexical,6,1528798,1528798,"Mad Dog Products Hands Free Dog Leash, Pink, 10-ft long, 3/8-in wide",396.1514
dog leash hands free,lexical,7,1482334,1482334,"Wild One Hands-Free Adjustable Rope Dog Leash, Standard: 4 1/3 to 8 1/2-ft long, 1/2-in wide, Black",391.91565
dog leash hands free,lexical,8,106248,78408,"Kurgo Reflect & Protect Quantum Nylon Hands-Free Running Dog Leash, Blue, 6-ft long, 1-in wide",391.14926
dog leash hands free,lexical,9,908190,908190,"Frisco Hands Free Dog Leash with Removable Pouch, Black, X-Small/Small",388.63934
dog leash hands free,lexical,10,1804342,1804342,"SlowTon Hands-Free Nylon Dog Leash, 10-ft long, 1/2-in wide, Black",381.13358
dog leash hands free,lexical,11,1594078,1594078,"Lucy & Co. Hands-Free Rope Dog Leash, 7-ft long, 3/4-in wide, Midnight Black",377.99808
dog leash hands free,lexical,12,2008974,2008974,"Stunt Puppy Stunt Runner Hands-Free Dog Leash, Orange, Hands-Free Running Leash",370.3513
dog leash hands free,lexical,13,1752238,1752238,"Blue-9 Pet Products Reflective Multi-Function Double Attachment Hands-Free Dog Leash, Blue Ice, Medium/Large: 6-ft long, 1-in wide",366.07413
dog leash hands free,lexical,14,2066374,2066374,"Pink Papyrus Ombre Hands-Free Adjustable Rope Dog Leash, Pixie",362.56808
dog leash hands free,lexical,15,370273,344037,"Kurgo K9 Excursion Polyester Reflective Hands-Free Running Dog Leash, Red",360.53043
dog leash hands free,lexical,16,368455,342219,"Mighty Paw Hands Free Nylon Bungee Dog Leash Set, Grey, 36-in",353.04044
dog leash hands free,lexical,17,844894,844894,"Red Dingo SuperLead Hands Free Adjustable Dog Leash, Black, Small, 3.6 to 6-ft",350.84085
dog leash hands free,lexical,18,2357862,2357862,"Gooby Mesh Hands-Free Wrist Band Dog Leash, Turquoise, Regular: 6-ft long, 1.5-in wide",348.13727
dog leash hands free,lexical,19,813174,813174,"Fable Pets Magic Hands-Free Dog Leash, Slate, Medium/Large",339.36673
dog leash hands free,lexical,20,1110974,1110974,"GroovyPets LED Flashlight Wearable Hand-Free Retractable Dog Leash, 10-ft long, 3/8-in wide, Pink",338.29752
dog leash hands free,lexical,21,1751886,1751886,"Blue-9 Pet Products Multi-Function Double Attachment Hands-Free Dog Leash, Black, Medium/Large: 6-ft long, 1-in wide",336.28265
dog leash hands free,lexical,22,813022,813022,"Fable Pets Magic Link Hands-Free Dog Leash, Black, Small/Medium",330.6385
dog leash hands free,lexical,23,1516646,1516646,"Wingo Outdoors Goose Active Hands-Free Dog Leash, Grand Teton, 8-ft long, 1-inch wide",329.2567
dog leash hands free,lexical,24,1557158,1557158,"Mimi Green Hands Free Convertible Waterproof Biothane Dog Leash, Cobalt Blue, 8-ft long, 3/4-in wide",327.56107
dog leash hands free,lexical,25,2008942,2008942,"Stunt Puppy Go Dog Glo Stunt Runner Reflective Dog Leash, Black, Hands-Free Running Leash",326.61353
dog leash hands free,lexical,26,1824654,1824654,"THE LICKER STORE Luna Hands-Free Dog Leash & Collar, Pink/Red, Large: 15.3 to 24.8-in neck, 1-in wide",324.20026
dog leash hands free,lexical,27,165549,138589,"Red Dingo Classic Multi Purpose Nylon Hands-Free Running Dog Leash, Dark Blue, 6.56-ft long, 5/8-in wide",320.191
dog leash hands free,lexical,28,2478654,2478654,"Pistachio Brands Hands-Free Dog Leash, Pistachio",313.71252
dog leash hands free,lexical,29,1321494,1321494,"Kate Spade New York Hands Free Raining Polyester Cat & Dog Leash, One Size: 5-ft long, 1-in wide",311.4069
dog leash hands free,lexical,30,2255110,2255110,"GOO-EEZ Hands-Free Waist Bungee Dog Leash, Black, 4.5-ft long, 1-in wide",311.08838
dog leash hands free,lexical,31,1656558,1656558,"maxbone Go! with Ease Nylon Hands Free Dog Leash, Coral Peach, 4-ft long, 1-in wide",309.8994
dog leash hands free,lexical,32,1326918,1326918,"JWalker Dog 3-in-1 Hands-Free Walking Utility Dog Leash, Emerald Green, Tiny-Medium: 4 to 10 feet long, 5/8-in wide",302.48007
dog leash hands free,lexical,33,1250222,1250222,"Ruffwear Roamer Polyester Running Traffic-Handle Dog Leash, River Rock Green, 7-ft long, 1-in wide",134.31245
dog leash hands free,lexical,34,136503,109113,"Tuff Mutt Hands-Free Bungee Leash, Gray & Blue",123.8838
dog leash hands free,lexical,35,351750,325478,"WALKABOUT Original Back End Harness, Black, Medium/Large",120.27048
dog leash hands free,lexical,36,1029238,1029238,"FIDA 6-IN-1 Feature Dog Leash, 6.5-ft long, 1-in wide, Black",118.75027
dog no pull harness,lexical,1,1914374,1914374,"Embark Harness Co. Adventure No Pull Dog Harness, Aurora, Medium",309.00003
dog no pull harness,lexical,2,1074910,1074910,"Joyride Harness Premium Advanced No Pull Dog Harness 2.0, Purple Majesty, Large: 28 to 33-in chest",302.13153
dog no pull harness,lexical,3,969358,969358,"OneTigris AIRE Nylon Mesh No Pull Dog Harness, Black, Large: 27 to 36-in chest",299.96436
dog no pull harness,lexical,4,155035,127946,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Teal, Large: 28 to 32-in chest, 1-in wide",298.63242
dog no pull harness,lexical,5,148114,120937,"HDP Big Dog No Pull Dog Harness, Red, X-Large",296.4329
dog no pull harness,lexical,6,131815,104333,"Sporn Comfort Training Mesh No Pull Dog Harness, Black, Medium: 12 to 17-in neck",295.94687
dog no pull harness,lexical,7,1098422,1098422,"PetSafe Easy Walk Comfort Reflective No Pull Dog Harness, Blue, Medium: 24 to 34-in chest",295.39975
dog no pull harness,lexical,8,1096206,1096206,"OneTigris FIRE WATCHER 2.0 No Pull Dog Harness, Grey, Large: 27 to 36-in chest",295.3649
dog no pull harness,lexical,9,166967,140027,"Frisco Padded No Pull Dog Harness, Black, M- Girth 22 to 34-in",294.1572
dog no pull harness,lexical,10,187931,161210,"PetSafe Deluxe Easy Walk Nylon Reflective No Pull Dog Harness, Apple, Medium/Large: 24.5 to 34-in chest",293.634
dog no pull harness,lexical,11,167506,140575,"Julius-K9 IDC Powerharness Nylon Reflective No Pull Dog Harness, Blue, Size 2: 28 to 37.5-in chest",291.63638
dog no pull harness,lexical,12,3319278,3319278,"BARKBAY Front Clip Reflective No Pull Dog Harness, Black, Large: 24.5 to 32.5-in chest",291.5031
dog no pull harness,lexical,13,3279118,3279118,"Puppia Donavan Winter No-Pull Dog Harness Coat, Wine, Large",289.93463
dog no pull harness,lexical,14,961270,961270,"Carhartt Duck Nylon Reflective No Pull Front Clip Dog Harness, Carhartt Brown, Large: 26 to 35-in chest",287.83347
dog no pull harness,lexical,15,335492,309179,"Kurgo Journey Air Polyester Reflective No Pull Dog Harness, Purple, Large",286.22287
dog no pull harness,lexical,16,3278862,3278862,"Puppia Wilkes Winter No-Pull Dog Harness Coat, Navy, X-Large",285.3583
dog no pull harness,lexical,17,1029566,1029566,"FIDA No Pull Dog Harness, Yellow, X-Large: 29.1 to 40.9-in chest",284.878
dog no pull harness,lexical,18,3280358,3280358,"Puppia Vivien Step-In No-Pull Dog Harness, Pink, Medium",283.39304
dog no pull harness,lexical,19,372820,346586,"EliteField Padded Reflective No Pull Dog Harness, Blue, Large: 21 to 36-in chest",282.9308
dog no pull harness,lexical,20,232975,206374,"Halti Nylon No Pull Dog Harness, Large: 18.9 to 25.98-in chest",282.70792
dog no pull harness,lexical,21,3279758,3279758,"Puppia Amatus A Over-The-Head Adjustable No-Pull Dog Harness, Beige, Medium",280.4378
dog no pull harness,lexical,22,857182,857182,"Vila Adjustable Reflective No Pull Dog Harness, Black, Large, 17 to 34-in chest",279.2526
dog no pull harness,lexical,23,759958,759958,"WildHound C4 No-Pull Premium Dog Harness, Lilac, Medium",278.29428
dog no pull harness,lexical,24,131852,104370,"Sporn Original No Pull Training Halter Dog Harness, Red, Medium: 12 to 17-in neck",276.43945
dog no pull harness,lexical,25,3764726,3764726,"Lobeve Reflective Nylon No Pull Training Dog Harness, Collar & Leash Set with Retractable Seat Belt, Collapsible Bowls & Poop Bag Dispenser, Orange, Medium: 16 to 27-in chest",276.15567
dog no pull harness,lexical,26,3279254,3279254,"Puppia Irvin Over-The-Head Adjustable No-Pull Dog Harness, Cream, Small",271.04974
dog no pull harness,lexical,27,2110198,2110198,"MEGAPAWS No-Pull Dog Harness with 8 Gear Color Changing LED Lights, Medium",270.1455
dog no pull harness,lexical,28,1065566,1065566,"Labra Canine Bike & Skijoring Canicross Pulling Reflective Dog Harness, Red, XX-Large",268.78647
dog no pull harness,lexical,29,698830,698830,"Leash Boss Patterned No Pull Dog Harness, Blue, Small",264.52808
dog no pull harness,lexical,30,1016734,1016734,"WildHound No-Pull Premium Martingale Dog Harness, Black, Large",264.34113
dog no pull harness,lexical,31,1074654,1074654,"Joyride Harness NightSafe LED Light Up No Pull Dog Harness 2.0, Red Rush, Medium: 23 to 28-in chest",262.54178
dog no pull harness,lexical,32,1319238,1319238,"Lucy & Co. The You're a Square No-Pull Dog Harness, Green, X-Small: 12 to 15-in chest",261.19928
dog no pull harness,lexical,33,2373038,2373038,"Sunny Tails Cloud Lite Waterproof Dog Harness, Lavender Haze, Medium, No-pull, lightweight, waterproof dog harness",259.12625
dog no pull harness,lexical,34,1652470,1652470,"Canada Pooch Everything No Pull Dog Harness with Poop Bag Dispenser, Forest Green, Medium",257.052
dog no pull harness,lexical,35,234190,207594,"Chai's Choice Double H Trail Runner Polyester Reflective No Pull Dog Harness, Orange, Large: 24 to 31-in chest",254.63945
dog no pull harness,lexical,36,3279710,3279710,"Puppia Amatus Vest B Step-In No-Pull Dog Harness, Beige, X-Large",253.68086
dog no slip socks,lexical,1,1038646,1038646,"DOK TigerToes Anti-Slip Senior Dog Socks, Grey, Large",388.24704
dog no slip socks,lexical,2,1963006,1963006,"Furry Twinz Valentine's Day Matching Pet & Owner Fun Socks, Hearts",90.56126
dog no slip socks,lexical,3,1963046,1963046,"Furry Twinz Matching Pet & Owner Fun Socks, Skulls",90.04007
dog no slip socks,lexical,4,1962990,1962990,"Furry Twinz Matching Pet & Owner Fun Socks, Rainbow",86.851135
dog no slip socks,lexical,5,1962974,1962974,"Furry Twinz Matching Pet & Owner Fun Socks, Beer",83.516945
dog no slip socks,lexical,6,1963110,1963110,"Furry Twinz Matching Pet & Owner Fun Socks, Light Bulb",83.293625
dog no slip socks,lexical,7,1963014,1963014,"Furry Twinz Matching Pet & Owner Fun Socks, Pineapple",83.27542
dog no slip socks,lexical,8,1963078,1963078,"Furry Twinz Matching Pet & Owner Fun Socks, Leopard",89.18784
dog no slip socks,lexical,9,1963030,1963030,"Furry Twinz Matching Pet & Owner Fun Socks, Smiley",85.913345
dog no slip socks,lexical,10,1962998,1962998,"Furry Twinz Matching Pet & Owner Fun Socks, Avocado",85.829056
dog no slip socks,lexical,11,1963094,1963094,"Furry Twinz Christmas Matching Pet & Owner Fun Socks, Santa",74.24186
dog no slip socks,lexical,12,1963126,1963126,"Furry Twinz Matching Pet & Owner Fun Socks, Summer",74.24186
dog no slip socks,lexical,13,3335958,3335958,"Furry Twinz Christmas Matching Pet & Owner Fun Socks, Reindeer Run",74.24186
dog non rawhide chews,lexical,1,291349,264912,"WHIMZEES by Wellness Variety Box Dental Chews Natural Grain-Free Dental Dog Treats, Medium, 44 count",126.51661
dog non rawhide chews,lexical,2,291351,264914,"WHIMZEES by Wellness Value Box Dental Chews Natural Grain-Free Dental Dog Treats, Large, 24 count",124.496826
dog non rawhide chews,lexical,3,127084,99538,"WHIMZEES by Wellness Brushzees Dental Chews Natural Grain-Free Dental Dog Treats, Extra Small, 48 count",123.67132
dog non rawhide chews,lexical,4,291347,264910,"WHIMZEES by Wellness Variety Box Dental Chews Natural Grain-Free Dental Dog Treats, Small, 89 count",122.69465
dog non rawhide chews,lexical,5,142411,115148,"WHIMZEES by Wellness Stix Dental Chews Natural Grain-Free Dental Dog Treats, Medium, 14 count",120.52207
dog non rawhide chews,lexical,6,127073,99527,"WHIMZEES by Wellness Brushzees Dental Chews Natural Grain-Free Dental Dog Treats, Medium, 12 count",120.51395
dog non rawhide chews,lexical,7,127085,99539,"WHIMZEES by Wellness Brushzees Dental Chews Natural Grain-Free Dental Dog Treats, Small, 24 count",118.77301
dog non rawhide chews,lexical,8,395167,368952,"Yummy Combs Ingenious Oral Care Flossing Medium Breed Grain-Free Adult Dog Treats, 15 count",117.52092
dog non rawhide chews,lexical,9,181408,154641,"WHIMZEES by Wellness Puppy Dental Chews Natural Grain-Free Dental Dog Treats, Extra Small/Small, 30 count",116.44693
dog non rawhide chews,lexical,10,395166,368951,"Yummy Combs Ingenious Oral Care Flossing Small Breed Grain-Free Adult Dog Treats, 21 count",116.33989
dog non rawhide chews,lexical,11,127087,99541,"WHIMZEES by Wellness Alligator Dental Chews Natural Grain-Free Dental Dog Treats, Small, 24 count",116.120094
dog non rawhide chews,lexical,12,127090,99544,"WHIMZEES by Wellness Stix Dental Chews Natural Grain-Free Dental Dog Treats, Small, 28 count",116.04667
dog non rawhide chews,lexical,13,127089,99543,"WHIMZEES by Wellness Hedgehog Dental Chews Natural Grain-Free Dental Dog Treats, Large, 6 count",114.78228
dog non rawhide chews,lexical,14,127091,99545,"WHIMZEES by Wellness Stix Large Dental Chews Natural Grain-Free Dental Dog Treats, Large, 7 count",114.367905
dog non rawhide chews,lexical,15,395165,368950,"Yummy Combs Ingenious Oral Care Flossing X-Small Breed Grain-Free Adult Dog Treats, 48 count bag",114.16303
dog non rawhide chews,lexical,16,1308094,1308094,"BetterBone Medium Density Classic Beef Flavor Dog Chew Toy, Small",113.73548
dog non rawhide chews,lexical,17,395168,368953,"Yummy Combs Ingenious Oral Care Flossing Large Breed Grain-Free Adult Dog Treats, 9 count",112.74133
dog non rawhide chews,lexical,18,188089,161370,"Icelandic+ Cod Skin Rolls Fish Dog Treat, 3.0-oz bag",111.77643
dog non rawhide chews,lexical,19,142410,115147,"WHIMZEES by Wellness Stix Dental Chews Natural Grain-Free Dental Dog Treats, Extra Small, 56 count",111.524925
dog non rawhide chews,lexical,20,127088,99542,"WHIMZEES by Wellness Alligator Dental Chews Natural Grain-Free Dental Dog Treats, Large, 6 count",110.322845
dog non rawhide chews,lexical,21,190679,163971,"Icelandic+ Cod Fish Chips Dog Treat, 2.5-oz bag",110.156334
dog non rawhide chews,lexical,22,142403,115140,"WHIMZEES by Wellness Alligator Dental Chews Natural Grain-Free Dental Dog Treats, Medium, 12 count",110.0825
dog non rawhide chews,lexical,23,127086,99540,"WHIMZEES by Wellness Brushzees Dental Chews Natural Grain-Free Dental Dog Treats, Large, 6 count",109.47867
dog non rawhide chews,lexical,24,188095,161376,"Icelandic+ Cod Short Skin Strips Fish Dog Treat, 1 count",107.71523
dog non rawhide chews,lexical,25,142418,115155,"WHIMZEES by Wellness Veggie Sausage Dental Chews Natural Grain-Free Dental Dog Treats, Small, 28 count",107.39584
dog non rawhide chews,lexical,26,633646,633646,"Bark&Spark Probiotics & Digestive Enzymes Fiber & Digestion & Gut Health Chew Supplement for Dogs, 120 count",106.559105
dog non rawhide chews,lexical,27,142409,115146,"WHIMZEES by Wellness Rice Bone Dental Chews Natural Dental Dog Treats, Large, 9 count",106.15722
dog non rawhide chews,lexical,28,142425,115162,"WHIMZEES by Wellness Veggie Strip Dental Chews Natural Grain-Free Dental Dog Treats, Medium, 14 count",106.08458
dog non rawhide chews,lexical,29,633606,633606,"Bark&Spark Allergy Relief & Anti Itch Relief with Omega 3 Skin & Coat Fish Oil Chew Supplement for Dogs, 180 count",105.74259
dog non rawhide chews,lexical,30,142419,115156,"WHIMZEES by Wellness Veggie Sausage Dental Chews Natural Grain-Free Dental Dog Treats, Large, 7 count",104.398094
dog non rawhide chews,lexical,31,3544862,3544862,"Brutus & Barnaby Premium Grass-Fed Angus Cow Ear Slivers Natural Dog Chew Treats, 8.81-oz bag",103.27184
dog non rawhide chews,lexical,32,395171,368954,"Yummy Combs Ingenious Oral Care Flossing X-Large Breed Grain-Free Adult Dog Treats, 6 count",102.43437
dog non rawhide chews,lexical,33,873326,873326,"StrellaLab Allergy Relief & Anti Itch Relief with Omega 3 Skin & Coat Fish Oil Chew Supplement for Dogs, 180 count",102.27848
dog non rawhide chews,lexical,34,293088,266659,"Fieldcrest Farms Nothin' To Hide Small Roll 5-inch Chicken Flavor Dog Chew, 1 count",101.74197
dog non rawhide chews,lexical,35,873342,873342,"StrellaLab Glucosamine Chondroitin & Hip & Joint with Omegas 3 & Fish Oil Advanced Mobility Chew Supplement for Dogs, 180 count",101.242485
dog non rawhide chews,lexical,36,293096,266667,"Fieldcrest Farms Nothin' To Hide Flip Chips Chicken Flavor Dog Chews, 8 count",101.094666
dog rawhide free bones,lexical,1,130696,103199,"Pork Chomps Roasted Twists Dog Treats, Large, 15 count",132.91388
dog rawhide free bones,lexical,2,137092,109713,"Bones & Chews Himalayan Yak Cheese Jumbo Dog Treats, 1 count",131.90164
dog rawhide free bones,lexical,3,137089,109710,"Bones & Chews Himalayan Yak Cheese Value Pack Dog Treats, 1-lb bag",130.619
dog rawhide free bones,lexical,4,137096,109717,"Bones & Chews Himalayan Yak Cheese Large Dog Treats, 3 count",127.32288
dog rawhide free bones,lexical,5,168754,141856,"Earth Animal No-Hide Small Rolls Long Lasting Natural Rawhide Alternative Chicken Recipe Chew Dog Treats, 2 count",126.22333
dog rawhide free bones,lexical,6,237968,211379,"Hartz Oinkies Tender Twists with 100% Real Chicken Breast Rawhide-Free Natural Dog Treats, 36 count",124.772095
dog rawhide free bones,lexical,7,168760,141862,"Earth Animal No-Hide Small Rolls Long Lasting Natural Rawhide Alternative Beef Recipe Chew Dog Treats, 2 count",124.76004
dog rawhide free bones,lexical,8,294033,267605,"Busy Bone Peanut Butter Flavor Long-Lasting Chew Adult Small/Medium Dog Treats, 10 count pouch",124.01742
dog rawhide free bones,lexical,9,249798,223269,"Bones & Chews Beef Esophagus Dog Treats, 1-lb bag",123.60339
dog rawhide free bones,lexical,10,168762,141864,"Earth Animal No-Hide Stix Long Lasting Natural Rawhide Alternative Beef Recipe Chew Dog & Cat Treat Sticks, 10 count",123.4864
dog rawhide free bones,lexical,11,136068,108674,"Hartz Oinkies Smoked Twists with 100% Real Smoked Pork Rawhide-Free Natural Dog Treats, 20 count",123.47503
dog rawhide free bones,lexical,12,39197,54080,"N-Bone Pupper Nutter Dog Treat, Large, 1 count",123.23581
dog rawhide free bones,lexical,13,168756,141858,"Earth Animal No-Hide Stix Long Lasting Natural Rawhide Alternative Chicken Recipe Chew Dog & Cat Treat Sticks, 10 count",123.14455
dog rawhide free bones,lexical,14,126736,99184,"Redbarn Premium 7"" Bully Sticks Dog Treats, 6 count",122.95853
dog rawhide free bones,lexical,15,168752,141854,"Earth Animal No-Hide Medium Rolls Long Lasting Natural Rawhide Alternative Chicken Recipe Chew Dog Treats, 2 count",122.66876
dog rawhide free bones,lexical,16,1363630,1363630,"Earth Animal No-Hide Medium Rolls Long Lasting Natural Rawhide Alternative Beef Recipe Chew Dog Treats, 3 count",122.61796
dog rawhide free bones,lexical,17,256595,230087,"Bones & Chews 10-11"" Rawhide Bone Stick Dog Chews, 1 count",122.285995
dog rawhide free bones,lexical,18,211595,184937,"Busy Bone Long Lasting Rawhide-Free Real Meat Mini Dog Treats, 20 count",121.79452
dog rawhide free bones,lexical,19,181681,154916,"Nutrish Soup Bones Premium Beef & Barley Flavor Dog Treats, 23.1-oz bag (Rachael Ray)",121.108376
dog rawhide free bones,lexical,20,211597,184939,"Busy Bone Long-Lasting Real Meat Tiny Dog Treat, 60 count",120.486115
dog rawhide free bones,lexical,21,181683,154918,"Nutrish Soup Bones Premium Chicken & Veggies Flavor Dog Chews, 23.1-oz bag (Rachael Ray)",120.02085
dog rawhide free bones,lexical,22,166716,139774,"N-Bone Puppy Teething Ring Chicken Flavor Dental Dog Treats, 6 count",120.00337
dog rawhide free bones,lexical,23,144461,117242,"Cadet Gourmet Wrapped Treats Duck & Sweet Potato Flavor Dog Treats, 28-oz",119.90261
dog rawhide free bones,lexical,24,204507,177823,"Busy Bone Original Long-Lasting Real Meat Small/Medium Dog Treats, 10 count",119.8574
dog rawhide free bones,lexical,25,767830,767830,"Rachael Ray Nutrish Soup Bones Long Lasting Chews Variety Pack Dog Treats, 22 Count",119.8574
dog rawhide free bones,lexical,26,168766,141868,"Earth Animal No-Hide Small Rolls Long Lasting Natural Rawhide Alternative Salmon Recipe Chew Dog Treats, 2 count",119.79045
